Fichero generado por el Mityc30/10/2013
Longitud;Latitud;Descripcion
-13.54608;28.97239;SHELL ARRECIFE I L-D: 24H 1,088 e
-13.55847;28.97792;CEPSA L-D: 24H 1,088 e
-13.57175;28.95803;DISA AEROPUERTO L-D: 06:00-22:00 1,088 e
-13.51594;28.98689;DISA COSTA TEGUISE L-D: 07:00-23:00 1,088 e
-13.53439;28.97431;DISA LOS MARMOLES L-D: 06:00-22:00 1,088 e
-13.57539;28.95842;DISA NUEVA AEROPUERTO L-D: 24H 1,088 e
-17.11333;28.09086;SAN SEBASTIAN L-S: 08:00-21:00 1,088 e
-13.54611;28.96536;DISA VALTERRA L-D: 07:00-23:00 1,088 e
-13.56825;28.96517;REPSOL L-D: 24H 1,088 e
-13.63128;28.95506;SPL L-D: 24H 1,088 e
-13.63228;28.95456;SPL L: 07:00-22:00 1,088 e
-13.61639;28.94944;SPL L-D: 24H 1,088 e
-13.61564;28.94972;SPL L: 07:00-22:00 1,088 e
-13.56453;28.97167;REPSOL L-D: 24H 1,088 e
-13.56489;29.05678;CEPSA Horario Especial 1,088 e
-13.50386;29.00044;DISA TEGUISE GOLF L-D: 07:00-23:00 1,089 e
-17.76831;28.67992;BAJAMAR L-D: 24H 1,089 e
-13.61411;29.01247;DISA L-D: 06:30-23:00 1,089 e
-13.55242;28.96225;DISA ARRECIFE L-D: 06:00-22:00 1,089 e
-13.66636;28.92386;DISA PUERTO DEL CARMEN L-D: 24H 1,089 e
-17.91322;28.65717;BP Horario Especial 1,089 e
-13.55739;28.96517;SHELL FLICK LANZAROTE L-D: 07:00-23:00 1,089 e
-13.73697;28.9395;COMBUSTIBLES CANARIOS L-D: 06:00-23:00 1,089 e
-17.75267;28.61906;DISA L-D: 07:00-21:00 1,090 e
-16.73789;28.07933;CEPSA L-D: 09:00-14:00 y 16:00-18:00 1,090 e
-17.881;28.59947;PCAN L-D: 06:00-22:00 1,092 e
-17.97775;28.7635;REPSOL L-D: 06:00-23:00 1,092 e
-17.27772;28.10678;CEPSA L-D: 08:00-19:00 1,092 e
-13.49767;29.14889;TEXACO Horario Especial 1,095 e
-15.57322;27.92431;DISA  L-D: 07:30-21:00 1,102 e
-13.81564;28.85917;MARINA RUBICON-DISA RED L-D: 08:00-22:00 1,104 e
-17.20597;28.03511;LA JUNTA L-D: 07:30-19:30 1,104 e
-13.83161;28.86783;ESTACION PLAYA BLANCA L-D: 24H 1,109 e
-17.91453;28.80819;PCAN L-D: 07:00-22:00 1,148 e
0.36542;41.52414;BONAREA L-D: 24H 1,164 e
-0.15312;41.47595;BONAREA L-D: 24H 1,164 e
0.18703;41.91875;BONAREA L-D: 24H 1,165 e
0.283;41.85517;BONAREA L-D: 24H 1,165 e
0.35472;42.22603;BONAREA L-D: 24H 1,167 e
-5.33678;35.8795;SHELL L-D: 07:00-23:00 1,167 e
0.32;41.82028;AGROPIENSO Horario Especial 1,168 e
0.19025;41.91867;ORANGUTAN L-D: 24H 1,169 e
-1.15751;42.13028;COOP. VIRGEN OLIVA L-D: 24H 1,170 e
-1.25533;41.91219;E.S. SANCHO ABARCA L-D: 24H 1,185 e
-0.14808;41.49833;SENERSA S.L L-D: 24H 1,185 e
-2.46786;42.45353;ALCAMPO L-D: 24H 1,186 e
-1.61925;42.83078;SIMPLY L-D: 24H 1,190 e
0.41364;41.79864;CSC L-D: 24H 1,195 e
0.41922;41.86367;ESC L-D: 24H 1,195 e
-2.41739;42.46239;EROSKI Horario Especial 1,196 e
-0.76253;42.01078;E.S. SAN NICOLAS L-D: 24H 1,199 e
-1.24578;41.89364;LABOIL, S.L. L-D: 24H 1,199 e
-1.12706;41.76814;OCHOA LORES (LA JAREA) L-D: 24H 1,199 e
0.49989;42.10619;PREMIRA L-D: 24H 1,200 e
0.14031;41.11981;MAGALIA ENERGIA, S.L. L-D: 24H 1,200 e
-1.68809;42.82642;ARGI L-V: 08:00-13:30 y 15:00-18:30 1,200 e
-0.61517;41.79333;ARENTO L-D: 24H 1,200 e
0.57781;40.68336;- L-D: 24H 1,200 e
-1.25992;41.914;COOPERATIVA SAN MIGUEL L-D: 24H 1,200 e
-1.68892;42.82625;AGIP Horario Especial 1,200 e
-0.02994;41.22769;GANAR, S. COOP. L-D: 24H 1,200 e
-1.67764;42.83239;EROSKI L-D: 24H 1,200 e
-1.47331;41.75822;COOPERATIVA L-D: 24H 1,205 e
-0.85256;41.68197;COOPERATIVA SAN LAMBERTO L-D: 24H 1,205 e
0.29569;41.84572;CAMPSA EXPRESS L-D: 06:00-22:00 1,206 e
-1.13039;42.12786;CAMPSA EXPRESS L-D: 06:00-22:00 1,206 e
2.05444;41.33156;E.S. ALCAMPO SANT BOI L-D: 24H 1,207 e
-1.50833;38.60954;COOPERATIVA SAN JOSE L-D: 24H 1,207 e
-2.77264;36.77817;COOP STA Ma AGUILA L-D: 24H 1,209 e
3.03114;41.96758;SARAS ENERGIA  L-S: 08:00-22:00 1,209 e
2.10667;41.80872;BONAREA L-D: 24H 1,215 e
1.19754;41.76;BONAREA L-D: 24H 1,215 e
1.28781;41.78936;BONAREA L-D: 24H 1,215 e
-1.23383;41.54042;RED AHORRO L-D: 24H 1,215 e
-2.83186;36.76892;ESTACION DE SERVICIO CAMP L-D: 24H 1,216 e
-2.79514;36.72394;ESTACION SERVICIO CAMPOEJ L-D: 06:00-00:00 1,216 e
-2.86831;36.81472;ESTACION SERVICIO CAMPEJI L-D: 06:00-00:00 1,216 e
-2.77225;42.82378;EUROCAM L-D: 24H 1,216 e
-2.98303;36.76164;CAMPOEJIDO-ADRA L-D: 06:00-00:00 1,216 e
-2.75222;36.775;CAMPOEJIDO-CAMPOALDEILLA L-D: 06:00-00:00 1,216 e
2.009;41.3;BONAREA L-D: 24H 1,217 e
-0.03281;41.50078;COOPERATIVA LA VALCUERNA L-D: 24H 1,217 e
0.64861;41.61569;BONAREA L-D: 24H 1,217 e
2.25175;41.94542;PETRONIEVES L-D: 08:00-22:00 1,218 e
1.31292;42.06433;ESTACIO SERVEI OLIANA Horario Especial 1,218 e
2.53172;41.81061;BONAREA L-D: 24H 1,218 e
-2.91764;42.70464;EROSKI L-S: 10:00-22:00 1,218 e
1.97944;41.56283;BONAREA L-D: 24H 1,218 e
1.54075;41.60231;BONAREA L-D: 24H 1,218 e
2.42719;41.53186;BALLENOIL L-D: 24H 1,218 e
2.24908;41.93978;BONAREA L-D: 24H 1,218 e
1.16989;41.25058;ESTACIO SERVEI ALCOVER Horario Especial 1,218 e
1.52682;41.73311;BONAREA L-D: 24H 1,219 e
1.26396;41.67314;BONAREA L-D: 24H 1,219 e
1.14773;41.65539;BONAREA L-D: 24H 1,219 e
1.07901;41.65686;BONAREA L-D: 24H 1,219 e
1.10465;41.78206;BONAREA L-D: 24H 1,219 e
1.14942;41.65192;PETRONIEVES L-S: 08:00-20:00 1,219 e
1.27818;41.78192;BONAREA L-D: 24H 1,219 e
1.40307;41.80784;BONAREA L-D: 24H 1,219 e
1.12946;41.61211;BONAREA L-D: 24H 1,219 e
0.84271;41.53289;BONAREA L-D: 24H 1,220 e
0.90897;41.62833;SARAS ENERGIA L-S: 08:00-20:00 1,220 e
1.19354;41.90684;BONAREA L-D: 24H 1,220 e
-0.23072;40.94481;LA CALANDINA L-D: 24H 1,220 e
-1.26472;41.34028;COOPERATIVA VITICOLA SAN  L-D: 24H 1,220 e
-1.68623;42.82972;EUROCAM L-D: 24H 1,220 e
0.91408;41.63053;BONAREA L-D: 24H 1,220 e
1.10461;41.40317;BONAREA L-D: 24H 1,220 e
1.14286;41.39225;P7   PETRO7 L-D: 24H 1,220 e
2.77564;42.11261;ESCLATOIL L-D: 24H 1,220 e
0.63217;41.60244;ESCLATOIL L-D: 24H 1,220 e
-2.287;42.43856;NORPETROL L-D: 24H 1,220 e
0.89722;42.17406;ESCLATOIL  L-D: 24H 1,220 e
0.25061;41.20886;CARBURANTES NONASPE, SL L-D: 24H 1,220 e
1.15697;41.38686;BONAREA L-D: 24H 1,220 e
0.6045;41.66403;BONAREA L-D: 24H 1,221 e
1.55003;41.98544;BONAREA L-D: 24H 1,221 e
0.59786;41.59922;PETRONIEVES L-S: 06:00-22:00 1,221 e
0.81871;41.77547;BONAREA L-D: 24H 1,221 e
0.64951;41.61559;BONAREA L-D: 24H 1,221 e
0.9854;41.67986;COOP. IVARS L-D: 24H 1,222 e
0.39517;42.19542;MAZANA OIL L-D: 24H 1,222 e
0.5169;41.57767;BONAREA L-D: 24H 1,222 e
0.62528;41.08497;BONAREA L-D: 24H 1,222 e
-2.79106;43.23175;EASYGAS L-D: 24H 1,223 e
0.93044;42.14161;BONAREA L-D: 24H 1,223 e
-1.64289;42.07622;E.S. BARDENAS L-D: 24H 1,223 e
0.89368;42.14725;BONAREA L-D: 24H 1,223 e
0.54764;41.22164;BONAREA L-D: 24H 1,224 e
-1.29278;42.27861;COOP SAN JOSE - ARENTO L-D: 24H 1,224 e
-0.90928;42.05022;ARENTO SIERRA DE LUNA L-D: 24H 1,224 e
1.13094;42.40614;BONAREA L-D: 24H 1,225 e
2.10642;41.53214;BALLENOIL L: 24H 1,225 e
-1.689;42.83572;PETROSERVICE L-D: 24H 1,225 e
2.09097;41.52864;ALCAMPO L-D: 24H 1,226 e
-1.71469;41.90669;ARENTO-COOP.SAN ATILANO L-D: 24H 1,226 e
2.43592;41.85306;ZONA DIESEL  L-D: 24H 1,226 e
2.27117;41.94728;ZONA DIESEL L-D: 24H 1,226 e
-1.61959;42.06575;TGT L-S: 08:00-20:30 1,226 e
2.44931;41.54547;SARAS Horario Especial 1,227 e
-1.12617;41.76458;SANANTONIO L-D: 24H 1,227 e
-1.27319;41.5955;COOPERATIVA SAN PEDRO ARB L-D: 24H 1,227 e
0.64647;41.10617;ESCLATOIL L-D: 24H 1,229 e
2.27794;41.61025;LOW COST L-D: 24H 1,229 e
2.03397;41.50311;ENERGETICS L-D: 24H 1,229 e
2.25914;42.05669;ESCLATOIL L-D: 24H 1,229 e
-1.62236;41.35922;ALAS L-D: 24H 1,229 e
0.65097;41.61619;AGROVIC ALIMENTACION, S.A L-D: 24H 1,229 e
2.02433;41.47081;ENERGETICS L-D: 24H 1,229 e
2.09364;41.36428;ESTACIO SERVEI CAN BUXERE L-D: 24H 1,229 e
2.24358;41.88203;ESCLATOIL L-D: 24H 1,229 e
2.25608;41.94592;ESCLATOIL L-D: 24H 1,229 e
1.5195;41.85142;PETROCAT Horario Especial 1,229 e
0.88694;41.62753;PETROLIS L-D: 06:00-23:00 1,230 e
0.08547;41.67253;COOP.  LAS ONTINAS L-D: 24H 1,230 e
0.344;41.51608;AGROPECUARIA L-S: 08:00-13:00 y 16:00-19:10 1,230 e
0.79681;41.74369;RED AHORRO L-D: 24H 1,231 e
-3.64811;37.22533;E.S.  ENERGY Horario Especial 1,234 e
2.09008;41.37064;DANFORD L-D: 24H 1,234 e
-0.45608;39.51589;ESTACION INTER PATTY L-D: 24H 1,235 e
-1.56306;42.82417;IGOA Y PATXI SA L-D: 24H 1,235 e
2.13031;41.36164;PETROCAT DIRECTE L-D: 24H 1,235 e
1.19128;41.26389;SIMON GRUP L-D: 06:30-21:30 1,235 e
-1.27481;41.59475;E.S.EPILA L-D: 06:00-22:00 1,235 e
-5.46239;36.14306;EROSKI Horario Especial 1,236 e
2.43631;41.52958;MATARO L-D: 24H 1,236 e
-3.64967;37.22689;EROSKI L-D: 24H 1,236 e
-0.53272;39.48628;VIROSQUE L-V: 08:30-21:30 1,236 e
2.24156;42.01028;PETROVOLTREGÀ L-D: 24H 1,236 e
-0.15653;41.05364;SIMPLY L-D: 24H 1,237 e
1.10072;41.39447;CAMPSA EXPRESS Horario Especial 1,237 e
-7.60636;43.08453;SARAS L-D: 07:00-23:00 1,237 e
2.10217;41.34983;EVOLUTION L-D: 24H 1,238 e
-1.00131;41.70189;ALCAMPO L-D: 06:00-23:00 1,238 e
-1.11392;41.58172;COSANCLEMENTE L-D: 24H 1,238 e
-0.46828;39.52003;TC CAMPILLO L-D: 24H 1,238 e
-7.40114;37.22297;BTP L: 07:00-23:00 1,238 e
-0.93603;41.64408;ALCAMPO L-D: 24H 1,238 e
2.27853;41.605;1PRIMER L-D: 24H 1,239 e
3.10675;42.25661;ESCLATOIL L-D: 24H 1,239 e
2.02358;41.48317;PUNTA SOLERA L-D: 24H 1,239 e
2.42911;41.53569;AUTONET OIL L-D: 24H 1,239 e
-5.77964;43.23261;BALLENOIL L-D: 24H 1,239 e
2.13097;41.51581;BALLENOIL L-D: 24H 1,239 e
-3.69044;40.23953;E.LECLERC L-D: 24H 1,239 e
-3.68444;41.68681;SARAS ENERGIA Horario Especial 1,239 e
0.205;41.82864;COOP. SAN MARCOS L-D: 24H 1,239 e
2.03817;41.52042;PETROCAT DIRECTE L-D: 24H 1,239 e
-1.21511;42.49094;AN ENERGETICOS S,L L-D: 24H 1,239 e
2.03811;41.50567;JULIA OIL (FINA) L-D: 24H 1,239 e
2.09472;41.54611;PETROCAT DIRECTE L-D: 24H 1,239 e
0.42106;41.46881;E.S. SEROS L-D: 24H 1,239 e
-5.78164;43.24608;SARAS L-D: 24H 1,239 e
1.26861;41.31369;ESCLATOIL L-D: 24H 1,239 e
-1.30003;41.63328;SAN FRANCISCO DE ASIS L-D: 24H 1,240 e
0.42422;41.86031;COMBUSTIBLES LA LITERA L-D: 24H 1,240 e
-1.02269;42.36022;ARENTO-COOP. SAN ESTEBAN  L-D: 24H 1,240 e
0.83743;41.57914;F.A.LES PLANES L-D: 24H 1,242 e
-0.51294;41.49522;COALFA L-D: 24H 1,243 e
-6.60358;38.90892;TIERRASGORDAS L-D: 24H 1,243 e
-1.11308;41.57944;E.S.LA MUELA L-D: 07:00-23:00 1,243 e
-1.63153;41.353;SIMPLY L-D: 24H 1,243 e
-0.43083;39.81306;COOP. Na Sa DE LA ASUNCIO L-D: 24H 1,244 e
-0.61561;41.50675;COVA L-D: 24H 1,245 e
0.82951;41.54114;AGROPECUARIA DE JUNEDA L-D: 24H 1,245 e
-1.07261;41.73603;GASOLEOS MERCADAIZ Horario Especial 1,245 e
-1.63429;42.7852;E.LECLERC L: 08:00-10:30 1,245 e
1.96917;41.45281;CTW L-D: 24H 1,245 e
1.61375;41.576;PETROMIRALLES L-D: 24H 1,245 e
-6.98956;38.90039;AREA SAN MARTIN L-D: 24H 1,245 e
-8.88811;42.79817;EROSKI L-S: 08:00-22:00 1,245 e
-0.58803;42.04011;VIRGEN DE LA CORONA L-D: 24H 1,245 e
1.96961;41.56858;PETRONIEVES L-D: 24H 1,245 e
1.62233;41.58906;PETROMIRALLES L-D: 24H 1,245 e
1.00031;41.64444;E.S.ARENES BELLPUIG L-D: 24H 1,246 e
1.26647;41.67508;ASSOCIACIO DE TRANSPORTIS L-D: 24H 1,246 e
-0.42856;39.81044;TRANSPORTES RODOLFO Y VEN L-D: 24H 1,246 e
-4.01792;39.90242;ALCAMPO L-D: 24H 1,246 e
-1.12792;42.13064;SIMPLY L-D: 24H 1,246 e
-7.39856;37.22069;BP L-D: 24H 1,246 e
1.16069;41.16192;ALAS L-D: 24H 1,247 e
-2.29114;43.17808;URKIDE L-D: 24H 1,247 e
-2.78744;36.78217;BP - COOP STA Ma AGUILA L-D: 06:30-23:30 1,247 e
-1.88411;43.30139;ALCAMPO Horario Especial 1,247 e
-0.44006;41.80419;CEPSA L-D: 24H 1,247 e
-1.20806;41.36111;ARENTO L-D: 24H 1,247 e
-1.83472;43.32258;ALCAMPO IRUN L-D: 06:00-00:00 1,247 e
-2.62033;43.16494;SIMPLY L-D: 24H 1,248 e
-2.97319;43.31769;EROSKI Horario Especial 1,248 e
-2.87589;43.2275;EROSKI L-D: 24H 1,248 e
-2.99439;43.34039;EROSKI L-D: 24H 1,248 e
-3.12489;43.20989;EROSKI L-S: 07:30-21:30 1,248 e
-2.61811;43.17189;EROSKI L-D: 24H 1,248 e
-3.00419;43.28719;EROSKI L-D: 24H 1,248 e
-2.66428;42.86031;EROSKI L-D: 24H 1,248 e
-1.94389;43.31119;EROSKI L-D: 24H 1,248 e
-2.47528;43.0707;EROSKI Horario Especial 1,248 e
-2.02219;43.27689;EROSKI Horario Especial 1,248 e
-2.968;43.138;EROSKI L-S: 07:30-21:30 1,248 e
-2.67156;43.18578;SHELL L-D: 06:00-22:00 1,248 e
-2.671;43.18628;SHELL L-D: 24H 1,248 e
-2.27869;42.86642;RED AHORRO L-D: 24H 1,248 e
-0.32489;40.79606;BIOTERUEL S.L. L-D: 24H 1,248 e
-1.02803;42.61372;(SIN ROTULO) L: 08:00-22:00 1,248 e
-2.9305;43.40808;EROSKI L-D: 24H 1,248 e
-1.51661;41.83281;BOLA L-D: 24H 1,248 e
-0.46953;41.21953;BIOTERUEL L-D: 24H 1,248 e
-0.98111;41.65144;EROSKI Horario Especial 1,248 e
-3.02428;43.31164;EROSKI Horario Especial 1,248 e
2.68989;41.62947;BP PINEDA CENTRE L: 06:00-23:00 1,249 e
-1.70956;41.8905;GASOMATICA L-D: 24H 1,249 e
-7.38186;37.23983;SARAS L-D: 24H 1,249 e
-1.16719;42.13028;LABOIL L-D: 24H 1,249 e
0.85697;40.94925;ALAS L-D: 24H 1,249 e
2.10444;41.80806;AREA DIESEL L-D: 24H 1,249 e
-0.58283;39.59964;ESTACION SERVICIO DURA L-D: 24H 1,249 e
-0.45558;39.53947;BZ ESTACION DE SERVICIO L-D: 24H 1,249 e
0.72547;40.72022;ESCLATOIL L-D: 24H 1,249 e
-0.91875;41.58833;GASOLINERA VALDECONSEJO L-D: 24H 1,249 e
-1.69844;41.94892;COOP. NTRA.SRA. PILAR L-D: 24H 1,249 e
-0.967;41.56167;MG L-D: 24H 1,249 e
-0.16614;41.79961;COMBUSTIBLES  MONEGROS, S L-D: 24H 1,249 e
-0.90558;41.64675;E.S. CIUDAD JARDIN VALDEC Horario Especial 1,249 e
2.7555;41.66775;GALP L-D: 06:00-22:00 1,249 e
1.42194;41.655;E.S.SANT GUIM Horario Especial 1,249 e
2.02519;41.58117;PETROCAT DIRECTE L-D: 24H 1,249 e
0.11844;42.03219;SIMPLY L-D: 24H 1,249 e
-2.95283;43.30333;MAKRO Horario Especial 1,249 e
-7.39219;37.217;SARAS L-D: 06:00-22:00 1,249 e
-1.76475;42.58653;E.E.S.S  NTRA. SRA. JERUS Horario Especial 1,250 e
-0.38128;42.02358;SECADERO SANTIAGO ALBERO  L-D: 24H 1,250 e
-6.99878;38.89222;PETROCAR L-D: 24H 1,250 e
-5.78194;43.22772;EROSKI L-D: 10:00-22:00 1,250 e
-0.36772;41.94831;SECADERO SANTIAGO L-D: 24H 1,250 e
-6.98761;38.89567;ADS L-D: 24H 1,251 e
-0.75761;41.93875;ARENTO L-D: 24H 1,251 e
-0.78283;41.88358;COOP.SAN LICER - ARENTO L-D: 24H 1,251 e
-1.70653;41.44703;SAT 2563 NINO JESUS L-D: 24H 1,252 e
-1.41967;41.90328;COMBUSTIBLES DE MALLEN S. L-D: 24H 1,252 e
1.62242;41.59136;FER PREU JUST L-D: 24H 1,253 e
0.87878;41.88022;CAMPSA EXPRESS L-D: 08:30-13:30 y 15:00-20:00 1,253 e
2.12389;41.52108;REPSOL L-D: 24H 1,253 e
0.82992;41.78558;CAMPSA EXPRESS L-D: 06:00-22:00 1,253 e
2.12975;41.52114;REPSOL L-D: 06:00-22:00 1,253 e
1.50972;41.61881;CAMPSA EXPRESS L-D: 06:00-00:00 1,253 e
-3.63542;37.22158;BRIN EXPRESS L-D: 06:00-23:00 1,254 e
-1.76608;42.58697;AN ENERGETICOS ARTAJONA L-D: 24H 1,254 e
-0.61097;39.63353;E.S. MONTECOLLADO S.L. L-D: 24H 1,254 e
-1.73639;38.80528;E.S. LEDANA  Horario Especial 1,254 e
-0.46206;39.54175;MIGUEL PI L-D: 24H 1,254 e
-5.79682;43.26756;DAM,S.L. L-D: 08:00-22:00 1,255 e
2.12094;41.35114;BALLENOIL L-D: 24H 1,255 e
-2.15147;40.07822;C.C ALCAMPO Horario Especial 1,255 e
2.083;41.37233;MEROIL L-D: 24H 1,255 e
-0.67119;38.72011;BANERES L-D: 06:00-00:00 1,255 e
-3.97297;39.86294;EROSKI L-D: 24H 1,256 e
2.10872;41.35464;OILPRIX L-D: 24H 1,256 e
-1.63028;41.35308;SARAS L-D: 07:00-22:00 1,256 e
-2.12153;40.05339;EROSKI L-D: 08:00-22:00 1,256 e
2.12656;41.35572;REPSOL L-D: 06:30-23:00 1,257 e
1.38767;41.53669;COPERAL L-D: 24H 1,258 e
-2.75294;43.22892;REPSOL L-D: 06:00-22:00 1,258 e
1.16461;41.37436;REPSOL L-D: 06:00-00:00 1,258 e
-6.26414;36.49147;RADIOTAXI L-D: 24H 1,258 e
-1.66172;42.76478;TRANSPORTES OTEIZA L-V: 09:00-13:00 y 15:00-19:00 1,258 e
-2.68586;43.26622;SHELL L-D: 06:00-22:00 1,258 e
-2.68631;43.26528;SHELL L-D: 06:00-22:00 1,258 e
-6.96756;38.85094;SANCHA BRAVA L-D: 07:00-23:00 1,259 e
-0.53806;39.59156;GASOLEOS LA ELIANA L-D: 24H 1,259 e
0.52158;42.60319;E.S. LA MALAGUETA L-D: 08:00-21:00 1,259 e
-0.56161;39.6005;GASOLEOS LA ELIANA L-D: 24H 1,259 e
-1.62125;42.18544;CARBURANTES VALTIERRA S.L L-D: 24H 1,259 e
0.75136;41.70778;SAV SERVEIS L-D: 24H 1,259 e
-0.77119;38.698;ESTACIONES DE SERVICIO DI L-D: 24H 1,259 e
2.62408;41.74283;ESCLATOIL L-D: 24H 1,259 e
2.90394;41.83139;ESCLATOIL L-D: 24H 1,259 e
2.03469;41.56236;PETROCAT DIRECTE L-D: 24H 1,259 e
-2.98333;36.75889;CAMPOADRA L-S: 07:00-21:30 1,259 e
0.53292;42.61489;LOW COST 24 H. BENASQUE L-D: 24H 1,259 e
2.03767;41.55928;BALLENOIL L-D: 24H 1,259 e
-6.61703;38.89161;SDAD. COOP. VEGAS BAJAS L-D: 24H 1,259 e
3.11906;41.85525;ESCLATOIL L-D: 24H 1,259 e
2.8015;41.95917;ESCLATOIL L-D: 24H 1,259 e
2.79794;41.93575;SERVICO L-D: 24H 1,259 e
-4.81883;37.36561;MINIOIL L-D: 24H 1,259 e
2.25567;41.55539;BALLENOIL L-D: 24H 1,259 e
3.12622;42.11919;ESCLATOIL L-D: 24H 1,259 e
2.098;41.53672;U.S.SABADELL L-D: 24H 1,259 e
2.08342;41.32969;PETROLOWCOST L-D: 24H 1,259 e
-0.439;39.36406;BALLENOIL L-D: 24H 1,259 e
2.25467;41.93808;DYNEFF L-S: 06:00-22:00 1,259 e
-3.56497;40.39122;LOW PRICE BUSINESS(LPB)   L-D: 24H 1,259 e
0.49856;40.95933;TAMOIL L-D: 24H 1,259 e
-0.30653;39.53947;MAKRO L-S: 08:00-21:00 1,259 e
-2.95175;42.6955;E.LECLERC L-D: 24H 1,259 e
-3.57056;42.94039;E.S. RIVERA L-D: 07:30-23:00 1,259 e
-0.44219;41.17061;SARAS L-D: 06:00-22:00 1,259 e
-0.70594;40.36589;ALCALA+DE+LA+SELVA Horario Especial 1,259 e
-0.80181;41.75081;E.S. PENAFLOR L-D: 07:00-21:30 1,259 e
-5.71189;43.52536;SARAS Horario Especial 1,259 e
1.89939;41.80989;SALLENT DE SERVEIS, S.L. L-D: 24H 1,259 e
2.49831;41.55569;OILPRIX L-D: 24H 1,259 e
2.25017;41.55369;CAMPSA EXPRESS L-D: 06:00-22:00 1,259 e
2.47561;42.18942;BP L-D: 24H 1,259 e
-1.21678;37.95667;E.LECLERC L-D: 24H 1,260 e
-1.84767;42.56219;ENERGETICOS LARRAGA-ARTAJ L-D: 24H 1,260 e
-1.31294;41.86253;COSANPE L-D: 24H 1,260 e
-1.66119;42.76108;GASOLEOS MERCADAIZ Horario Especial 1,260 e
-1.50714;37.99547;LA VEGA DE PLIEGO L-D: 24H 1,260 e
-1.61111;42.72519;GASOLEOS MERCADAIZ L-D: 24H 1,260 e
-1.18803;37.95067;TRANSGALLEGO LOGISTIC SL L-D: 07:00-22:00 1,261 e
-1.17058;37.96236;FROET-GAS L-D: 24H 1,261 e
-1.22314;38.07725;FROET-GAS L-D: 24H 1,261 e
-1.22883;38.05403;E L   P U E N T E,  S.L. L-D: 06:00-22:00 1,261 e
-1.22833;38.05469;E L   P U E N T E,  S.L. L-D: 24H 1,261 e
2.77406;41.67828;BTP L: 06:30-22:30 1,263 e
2.10422;41.53508;GALP L-D: 24H 1,263 e
2.24239;42.00419;PETROCAT L-D: 24H 1,263 e
-1.57278;43.14003;NAFAR MENDI L-D: 06:00-22:00 1,263 e
-2.092;42.47619;AN ENERGETICOS SESMA L-D: 24H 1,263 e
-1.06756;41.61686;BOLA L-D: 24H 1,263 e
-1.98092;42.21397;AN ENERGETICOS L-D: 24H 1,263 e
-1.61986;42.18731;ENERGETICOS VALTIERRA L-D: 24H 1,263 e
-1.95733;42.37986;AN ENERGETICOS ANDOSILLA L-D: 24H 1,263 e
-1.65836;42.76936;AN ENERGETICOS COMARCA 2 L-D: 24H 1,263 e
1.88547;41.39047;ANG PETROLIS L-D: 24H 1,263 e
-1.97293;42.45917;U.S.COOP. AGRICOLA EL SAS L-D: 24H 1,263 e
-1.68647;42.21767;0 L-D: 24H 1,264 e
2.03533;41.55747;PETROLOWCOST L-D: 24H 1,264 e
-0.23058;39.96383;BDMED L-D: 24H 1,264 e
-1.63069;42.73742;ABYCER L-V: 08:30-13:30 y 15:30-18:30 1,265 e
2.15928;41.49689;CASAMITJANA NONELL Horario Especial 1,265 e
-1.71978;39.28178;COOP SAN GREGORIO L-D: 24H 1,265 e
-0.77508;41.8195;ASES Horario Especial 1,265 e
-0.96042;41.5755;SHELL Horario Especial 1,266 e
1.87108;41.75411;PETRO-PINTO,S.L. L-D: 24H 1,266 e
-1.85203;42.55181;AN ENERGETICOS LARRAGA L-D: 24H 1,266 e
-1.50581;43.29056;REPSOL L-D: 08:00-20:00 1,266 e
-1.58794;42.17114;AN ENERGETICOS L-D: 24H 1,266 e
2.03108;41.48858;CORRAL L-D: 24H 1,267 e
-1.64443;42.60225;TALLERES ARRUBLA L-S: 08:00-10:00 1,267 e
-3.73094;39.814;VILLAOIL, S COOP DE CLM L-D: 24H 1,267 e
-5.22347;38.73172;COOPERATIVA OLIVARERA CAB L-D: 24H 1,267 e
-0.54594;39.59875;(SIN ROTULO) L-D: 06:00-22:00 1,267 e
0.58567;40.70317;SARAS ENERGIA L-D: 08:00-22:00 1,267 e
-0.42539;42.12878;SIMPLY L-D: 24H 1,268 e
2.10336;41.53022;CAMPSA L-D: 06:00-22:00 1,268 e
2.10542;41.53261;REPSOL L-D: 24H 1,268 e
-7.40097;37.21425;GALP L-D: 24H 1,268 e
-1.63759;42.0685;EUROCAM L-D: 24H 1,268 e
-1.726;42.15786;SIN DETERMINAR L-D: 24H 1,268 e
-1.59761;42.82781;AN ENERGETICOS HUARTE L-D: 24H 1,269 e
-3.69878;37.22011;LOS ALAMOS L: 06:00-22:00 1,269 e
-1.79336;42.07261;AN ENERGETICOS/BODEGA CIR L-D: 24H 1,269 e
2.67167;41.62306;ESTACIO SERVEI MAS ROGER L-D: 24H 1,269 e
-1.69444;43.28056; AN ENERGETICOS LESAKA L-D: 24H 1,269 e
1.47492;41.17681;ESCLATOIL L-D: 24H 1,269 e
-2.09075;42.58422;AN ENERGETICOS EZKIBEL  L-D: 24H 1,269 e
-1.5155;41.99439;AGRICOLA SAN BLAS L-D: 24H 1,269 e
2.08086;41.35453;BALLENOIL L-D: 24H 1,269 e
2.75503;41.66753;ZONA DIESEL  L-D: 24H 1,269 e
-3.60961;37.21467;BALLENOIL L-D: 24H 1,269 e
